Date,Rate,Source,Daily_Return,Log_Return,SMA_Short,SMA_Long,Rolling_Volatility_Annualized,Signal,Position_Change,Strategy_Position,Strategy_Daily_Return,Trade_Executed,Strategy_Equity,BuyHold_Equity
2021-07-30,10625.0,CBU.uz (official),-0.0021628413894402287,-0.0021651837088645294,10630.541500000001,10607.0236,0.02165730727639759,1,False,1.0,-0.0021628413894402287,False,10039.933862242558,10098.389199998473
2021-07-31,10625.0,CBU.uz (official),0.0,0.0,10630.254,10607.763400000002,0.02165730727639759,1,False,1.0,0.0,False,10039.933862242558,10098.389199998473
2021-08-01,10625.0,CBU.uz (official),0.0,0.0,10630.4295,10608.503200000001,0.02142608429124362,1,False,1.0,0.0,False,10039.933862242558,10098.389199998473
2021-08-02,10642.43,CBU.uz (official),0.0016404705882353543,0.001639126486132455,10630.701,10609.5916,0.021595929664724588,1,False,1.0,0.0016404705882353543,False,10056.404078451395,10114.955310469624
2021-08-03,10654.0,CBU.uz (official),0.001087157726195942,0.0010865671981944284,10630.9465,10610.730800000001,0.021562907131207027,1,False,1.0,0.001087157726195942,False,10067.336975843033,10125.951862285527
2021-08-04,10646.98,CBU.uz (official),-0.0006589074525999994,-0.0006591246275195674,10630.2955,10611.4904,0.0213538127821582,1,False,1.0,-0.0006589074525999994,False,10060.703532481813,10119.279797138799
2021-08-05,10635.0,CBU.uz (official),-0.001125201700388212,-0.001125835215087288,10629.5125,10611.87,0.021497827521646543,1,False,1.0,-0.001125201700388212,False,10049.383211759963,10107.893566304354
2021-08-06,10618.18,CBU.uz (official),-0.001581570286788847,-0.0015828222893356895,10629.123,10612.4244,0.020618399357843906,1,False,1.0,-0.001581570286788847,False,10033.489405871689,10091.907222177862
2021-08-07,10618.18,CBU.uz (official),0.0,0.0,10628.733499999998,10613.1674,0.020618399357843906,1,False,1.0,0.0,False,10033.489405871689,10091.907222177862
2021-08-08,10618.18,CBU.uz (official),0.0,0.0,10629.0735,10613.9104,0.020004246558276192,1,False,1.0,0.0,False,10033.489405871689,10091.907222177862
2021-08-09,10639.79,CBU.uz (official),0.0020351887046556882,0.002033120513754353,10630.494,10615.0856,0.02122708238005247,1,False,1.0,0.0020351887046556882,False,10053.909450178802,10112.44615776487
2021-08-10,10628.0,CBU.uz (official),-0.0011081045772520781,-0.0011087189790520433,10631.325,10616.2936,0.021679836742453232,1,False,1.0,-0.0011081045772520781,False,10042.768667097782,10101.240509890236
